식품명,식품대분류명,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g),식품중량
매운탕_조기,국 및 찌개,64,2.88,5.85,3.23,0.72,600g
매운탕_짱뚱어,국 및 찌개,31,2.77,1.92,1.42,0.4,600g
밀푀유나베_간편조리세트_매콤 밀푀유나베,국 및 찌개,55,2.52,4.13,3.11,1.5,1269g
밀푀유나베_간편조리세트_밀푀유나베,국 및 찌개,36,1.8,3.45,1.64,1.36,1657g
밀푀유나베_간편조리세트_밀푀유나베,국 및 찌개,41,3.83,3.66,1.17,2.0,1655g
밀푀유나베_간편조리세트_밀푀유나베,국 및 찌개,47,5.94,3.53,1.02,2.63,1473g
버섯전골_간편조리세트_남도식 들깨 버섯전골,국 및 찌개,40,4.54,2.14,1.5,0.95,968g
버섯찌개,국 및 찌개,42,3.85,3.68,1.3,1.1,400g
부대찌개_간편조리세트_오뎅식당 부대찌개,국 및 찌개,145,6.77,6.27,10.31,1.26,1173g
부대찌개_간편조리세트_의정부식부대찌개,국 및 찌개,106,10.7,3.36,5.55,1.26,1276g
부대찌개_간편조리세트_햄듬뿍부대찌개,국 및 찌개,94,8.62,4.87,4.46,1.57,897g
부대찌개,국 및 찌개,67,6.62,3.07,3.1,1.03,600g
불고기전골_간편조리세트_서울식 소불고기전골,국 및 찌개,104,10.38,5.96,4.34,5.3,803g
불고기전골_간편조리세트_서울식 육수불고기,국 및 찌개,96,12.54,6.73,2.06,4.05,997g
불고기전골_간편조리세트_서울식불고기전골,국 및 찌개,41,4.91,3.74,0.7,1.95,1517g
불고기전골_간편조리세트_서울식불고기전골,국 및 찌개,114,9.83,6.5,5.37,5.37,537g
불낙전골_간편조리세트_이게불낙이야,국 및 찌개,63,5.32,6.6,1.75,0.53,1114g
샤브샤브_간편조리세트_소고기 샤브샤브,국 및 찌개,34,2.99,2.71,1.26,2.36,1686g
샤브샤브_간편조리세트_소고기스키야키,국 및 찌개,76,8.65,6.23,1.78,3.67,1024g
샤브샤브_간편조리세트_일호식 스키야키,국 및 찌개,51,3.64,3.36,2.6,2.38,1234g
샤브샤브_소고기,국 및 찌개,44,2.45,4.85,1.63,0.4,600g
소고기전골_간편조리세트_어복쟁반,국 및 찌개,37,1.41,3.39,1.96,0.42,1613g
소고기전골_간편조리세트_파빌리온 얼큰 소고기 전골,국 및 찌개,73,2.69,4.4,4.94,0.66,1228g
소고기전골_간편조리세트_평양식 어복쟁반,국 및 찌개,76,5.35,7.02,2.94,0.61,1840g
순두부찌개_간편조리세트_강릉식 짬뽕 순두부,국 및 찌개,42,2.78,3.78,1.74,1.04,912g
순두부찌개_간편조리세트_우삼겹 순두부찌개,국 및 찌개,43,2.44,3.54,2.09,1.2,1598g
순두부찌개_간편조리세트_우삼겹 순두부찌개,국 및 찌개,47,3.08,3.75,2.16,2.51,881g
순두부찌개_간편조리세트_짬뽕순두부찌개,국 및 찌개,51,3.2,3.82,2.52,0.7,1359g
순두부찌개_간편조리세트_해물짬뽕순두부,국 및 찌개,53,3.53,3.31,2.81,1.27,2058g
청국장찌개_간편조리세트_영월식 청국장,국 및 찌개,74,5.38,6.09,3.13,1.4,909g
청국장찌개_간편조리세트_우삼겹 청국장찌개,국 및 찌개,80,3.32,5.58,4.88,0.88,801g
청국장찌개_두부_채소,국 및 찌개,79,2.94,6.32,4.63,1.95,100g
추어탕,국 및 찌개,32,2.68,2.27,1.32,0.0,1000g
해물탕_간편조리세트_바다를 품은 해물탕,국 및 찌개,33,2.02,4.11,0.96,0.86,1216g
해물탕,국 및 찌개,45,2.77,6.63,0.78,0.13,600g
해신탕,국 및 찌개,57,2.03,7.93,1.88,0.41,100g
호박찌개,국 및 찌개,32,4.07,1.87,0.87,1.93,300g
훠궈_소고기,국 및 찌개,93,6.83,4.81,5.11,1.13,100g
갈비찜_고춧가루,요리,172,7.9,20.43,6.57,3.57,300g
갈비찜_소고기,요리,198,5.26,19.94,10.78,1.73,250g
김치찜_간편조리세트_돼지고기 김치찜,요리,97,5.75,10.14,3.67,2.84,700g
김치찜_간편조리세트_돼지고기 묵은지찜,요리,52,2.99,4.9,2.26,0.71,670g
깻잎찜,요리,112,13.6,3.96,4.6,6.5,100g
꼬막무침,요리,107,7.69,8.34,4.72,4.28,100g
꼬막찜_참꼬막,요리,113,5.74,15.59,3.13,0.0,80g
달걀찜_달걀만,요리,108,1.03,9.01,7.5,0.81,100g
달걀찜_채소,요리,89,4.46,4.76,5.77,0.0,100g
닭찜_간편조리세트_안동식 찜닭,요리,136,19.38,7.22,3.32,6.23,968g
닭찜_안동찜닭,요리,91,9.3,7.61,2.59,4.45,1500g
대구찜,요리,75,4.94,10.34,1.58,1.14,500g
동태찜,요리,79,5.16,10.18,1.94,1.14,500g
동파육,요리,191,4.15,8.99,15.41,0.74,100g
돼지갈비찜_간편조리세트_국내산순살돼지갈비찜,요리,120,8.8,10.12,4.91,6.11,895g
돼지고기_간,요리,164,1.56,29.36,4.44,0.2,100g
돼지고기_머리고기,요리,325,1.75,21.2,26.0,0.05,200g
돼지고기_허파,요리,91,0.02,17.27,2.41,0.0,100g
돼지등갈비찜,요리,214,12.76,16.02,10.93,5.36,450g
북어찜,요리,157,12.0,18.73,3.8,4.27,150g
붕어찜,요리,76,6.51,4.94,3.35,1.47,1100g
순대,요리,181,19.45,6.52,8.55,1.17,300g
아귀찜_간편조리세트_쫀득쫀득아귀찜,요리,77,6.37,6.68,2.79,1.67,1557g
아귀찜,요리,78,4.37,12.08,1.33,0.17,400g
오징어순대,요리,133,16.66,13.06,1.6,0.11,350g
조기찜,요리,182,1.64,20.06,10.59,0.0,100g
족발,요리,220,0.0,28.91,11.65,0.28,100g
해물찜_간편조리세트_낙지한마리해물찜,요리,88,7.52,6.63,3.53,6.3,844g
해물찜_간편조리세트_백합&바지락통찜,요리,49,6.85,3.31,0.95,2.14,771g
해물찜,요리,80,7.08,8.52,1.96,1.1,500g
가자미구이,요리,151,0.76,22.61,6.42,0.58,100g
갈매기살구이_돼지고기,요리,312,0.28,26.98,22.6,0.0,100g
갈비구이_돼지고기,요리,294,5.78,19.58,21.39,5.7,100g
갈비구이_소고기,요리,309,7.13,20.94,21.81,6.69,100g
갈비구이_소고기_양념,요리,330,8.73,20.03,23.87,4.63,300g
갈비구이_왕갈비_양념,요리,321,9.13,18.07,23.53,4.53,150g
갈치구이_기름,요리,209,0.83,22.12,13.04,0.0,100g
꼬치구이_닭고기,요리,252,19.07,16.52,12.24,4.5,70g
꿩불고기,요리,74,7.94,6.7,1.7,3.38,500g
닭튀김(치킨)_양념,요리,276,21.15,17.75,13.4,6.25,200g
대창구이_소고기,요리,595,4.05,9.11,60.25,1.13,100g
더덕구이,요리,184,31.1,3.1,5.2,11.6,100g
돼지갈비구이_간장,요리,240,8.1,19.5,14.4,4.5,100g
돼지껍데기구이,요리,348,3.37,23.74,26.64,3.42,100g
돼지불고기_간편조리세트_기사식당 돼지불고기,요리,155,8.08,10.25,9.08,5.52,433g
돼지불고기_간편조리세트_대파고추장불고기,요리,165,12.17,11.79,7.66,9.87,755g
돼지불고기_간편조리세트_매콤 콩나물불고기,요리,191,13.82,10.62,10.31,4.71,522g
돼지불고기_삼겹살_오징어,요리,182,10.25,12.8,9.95,3.8,200g
막창구이_소고기,요리,358,0.4,15.34,32.73,1.36,100g
스테이크_간편조리세트_그레이프 소스 스테이크,요리,153,8.47,11.09,8.36,4.52,477g
스테이크_간편조리세트_뉴욕스테이크&크림뇨끼,요리,176,15.39,8.71,8.79,1.86,445g
스테이크_간편조리세트_부채살 찹스테이크,요리,176,5.94,11.08,12.04,4.16,435g
스테이크_간편조리세트_블랙라벨 스테이크 부채살,요리,155,5.73,13.1,8.86,3.38,496g
스테이크_간편조리세트_비프찹스테이크,요리,147,7.22,7.76,9.66,5.81,538g
스테이크_간편조리세트_시그니처 스테이크 부채살,요리,140,7.52,11.42,7.12,6.0,429g
스테이크_간편조리세트_시그니처찹스테이크,요리,130,7.92,10.5,6.21,6.4,502g
스테이크_간편조리세트_파빌리온 양갈비 스테이크,요리,151,13.07,9.46,6.8,6.47,555g
스테이크_간편조리세트_프라임스테이크 부채살,요리,186,5.63,10.77,13.41,2.21,633g
연어구이,요리,234,0.2,24.78,14.94,0.55,100g
오겹살구이_돼지고기,요리,408,2.72,20.18,35.14,0.72,100g
임연수구이,요리,198,1.4,21.52,11.76,0.0,250g
장어구이_붕장어_소금,요리,297,11.6,26.0,16.2,0.4,100g
장어구이_양념,요리,289,5.87,20.51,20.37,2.79,150g
차돌박이구이_소고기,요리,488,1.31,17.94,45.69,0.33,100g
콘치즈구이,요리,224,17.56,9.51,12.85,7.31,100g
함박스테이크_간편조리세트_더블체다 함박스테이크,요리,189,13.88,9.9,10.46,4.64,593g
함박스테이크,요리,229,10.38,13.48,14.82,2.67,200g
황태구이,요리,219,13.45,23.9,7.7,7.1,200g
훈제오리,요리,319,4.83,17.22,25.63,0.11,250g
고추전,요리,183,11.34,8.61,11.48,1.45,150g
굴전,요리,195,14.5,10.6,10.5,1.3,100g
깻잎전,요리,241,9.7,11.82,17.18,0.71,150g
꼬치구치_낙지,요리,94,3.53,16.43,1.59,0.0,80g
녹두빈대떡,요리,208,20.93,7.94,10.27,0.1,100g
달걀말이_달걀만,요리,210,4.83,13.3,15.31,0.4,100g
달걀말이_채소,요리,183,4.62,11.15,13.31,1.29,100g
동태전,요리,195,6.11,16.48,11.63,0.26,100g
두부부침,요리,144,2.69,12.13,9.4,0.33,100g
두부전,요리,170,5.0,13.64,10.58,0.02,150g
미나리전,요리,151,22.82,3.49,5.08,1.16,150g
배추전,요리,160,23.68,3.44,5.78,3.35,150g
버섯전,요리,160,10.8,7.02,9.91,1.83,150g
새우전,요리,188,11.57,9.99,11.33,1.87,100g
생선전_가자미,요리,154,4.61,17.17,7.38,0.2,150g
생선전_동태,요리,179,7.02,15.09,10.03,0.15,150g
소고기산적,요리,227,3.67,24.2,12.78,0.0,200g
소라산적,요리,150,8.06,22.4,3.14,1.06,80g
스크램블드에그,요리,149,1.61,9.99,10.98,1.39,100g
오징어산적,요리,127,4.5,21.72,2.47,1.14,80g
완자전_소고기(동그랑땡/육원전),요리,206,8.45,13.08,13.33,0.65,150g
채소전,요리,194,21.6,5.4,9.5,2.4,100g
파전,요리,195,23.2,4.56,9.35,0.52,150g
해물파전_간편조리세트_모둠해물파전,요리,205,17.29,6.81,12.09,2.02,1330g
햄부침,요리,244,11.3,11.3,17.1,1.0,100g
호박전,요리,139,10.73,4.32,8.73,1.9,150g
홍합산적,요리,196,13.22,22.23,6.0,4.17,80g
화양적,요리,182,14.23,9.05,9.85,0.81,150g
감바스_간편조리세트_감바스 알 아히요,요리,224,19.0,11.48,11.38,1.46,641g
감바스_간편조리세트_감바스 알 아히요,요리,303,18.56,6.54,22.52,1.42,720g
감바스_간편조리세트_감바스 알 아히요,요리,384,13.79,8.41,32.85,1.82,401g
감자볶음_감자만,요리,134,16.18,1.9,6.86,1.44,100g
고추잡채_간편조리세트_고추잡채 꽃빵키트,요리,168,22.5,6.76,5.62,4.77,556g
곱창볶음_돼지껍데기,요리,235,16.33,17.2,11.13,3.67,150g
김치볶음_김치만,요리,132,7.17,2.63,10.35,2.99,100g
난자완스,요리,173,9.57,10.81,10.17,0.25,200g
느타리버섯볶음,요리,87,7.69,3.61,4.66,3.24,100g
닭모래집볶음,요리,176,2.82,28.11,5.8,2.73,100g
닭볶음(닭갈비)_간편조리세트_모짜렐라 치즈 닭갈비,요리,150,13.82,11.59,5.41,6.51,862g
닭볶음(닭갈비)_간편조리세트_치즈 품은 닭갈비,요리,160,17.96,9.5,5.62,4.45,984g
닭볶음(닭갈비)_간편조리세트_치즈이불 닭갈비,요리,162,14.49,11.4,6.48,6.07,813g
닭볶음(닭갈비),요리,149,11.23,11.48,6.45,5.3,400g
돼지고기볶음_간편조리세트_돼지고기 숙주 볶음,요리,145,9.05,7.46,8.78,5.96,650g
돼지고기볶음,요리,175,9.11,11.48,10.33,4.1,200g
두부김치,요리,115,5.63,7.79,6.85,0.59,250g
떡볶이_간편조리세트_달콤짭짤 궁중식 떡볶이,요리,167,24.0,5.27,5.54,4.75,866g
떡볶이_간편조리세트_떡볶이 보통맛,요리,161,26.45,3.9,4.36,7.0,965g
떡볶이_간편조리세트_소불고기궁중떡볶이,요리,118,20.2,5.46,1.7,5.63,806g
떡볶이_간편조리세트_호로록 로제 떡볶이,요리,184,30.25,4.37,5.1,4.12,1100g
떡볶이_치즈,요리,164,29.31,5.54,2.69,5.76,100g
마파두부_간편조리세트_백리향 마파두부,요리,129,4.62,7.42,9.0,2.02,742g
머위나물볶음,요리,72,5.07,2.33,4.67,1.2,150g
멸치볶음_풋고추,요리,262,17.03,23.25,11.2,7.15,20g
미역줄기볶음,요리,89,3.65,1.03,7.84,1.12,100g
버섯볶음_양송이버섯,요리,91,7.33,3.0,5.53,0.8,150g
버섯볶음_표고버섯,요리,95,10.53,3.0,4.47,1.73,150g
소고기볶음_간편조리세트_차돌박이숙주볶음,요리,193,6.38,7.3,15.35,0.98,369g
소시지볶음,요리,236,15.9,9.4,14.95,4.45,200g
순대볶음_간편조리세트_매콤 깻잎 순대볶음,요리,166,22.51,2.89,7.12,3.71,579g
순대볶음_간편조리세트_신림동 백순대볶음,요리,210,21.08,4.56,11.98,2.89,813g
순대볶음_간편조리세트_신림동 백순대볶음,요리,150,23.43,2.9,4.99,2.86,532g
순대볶음,요리,146,19.18,5.18,5.33,1.35,400g
순대볶음_백순대,요리,196,22.45,3.62,10.23,1.69,100g
오징어볶음,요리,120,9.84,10.28,4.38,4.55,100g
오징어채볶음,요리,275,29.77,22.04,7.57,20.03,100g
잔멸치볶음,요리,330,27.43,34.97,8.97,14.89,100g
잡채_간편조리세트_소고기 버섯 잡채,요리,105,19.97,2.18,1.8,6.44,512g
잡채_간편조리세트_소고기 버섯 잡채,요리,153,22.13,2.74,5.9,2.0,341g
잡채_고추,요리,128,13.09,5.5,6.01,1.05,200g
주꾸미볶음,요리,106,11.41,9.16,2.6,2.53,200g
주꾸미삼겹살,요리,161,10.66,10.11,8.66,5.41,100g
해물볶음,요리,105,8.05,9.55,3.83,1.85,400g
가자미조림,요리,99,7.17,12.37,2.37,3.5,300g
고등어조림,요리,108,4.9,8.36,6.07,3.73,100g
고추조림,요리,111,13.4,3.3,4.9,7.1,100g
닭볶음탕_간편조리세트_곱도리탕,요리,107,10.62,6.66,4.21,4.29,1254g
동태조림,요리,110,6.96,16.32,1.88,4.08,250g
북어조림,요리,182,17.14,20.83,3.33,8.2,100g
장조림_돼지고기_메추리알,요리,127,6.74,16.67,3.7,2.55,50g
장조림_소고기_메추리알,요리,121,5.77,16.27,3.68,1.43,50g
장조림_우엉,요리,149,34.37,2.1,0.3,17.4,100g
조기조림,요리,128,4.27,13.7,6.27,1.5,300g
감자튀김_간편조리세트_몬스터 치즈 프라이,요리,269,21.78,5.54,17.74,3.56,587g
고구마맛탕,요리,246,47.3,1.65,5.5,19.35,200g
고구마튀김,요리,253,33.8,2.72,11.87,7.72,100g
고추튀김,요리,202,14.6,7.6,12.6,2.3,100g
김말이튀김,요리,245,33.11,2.28,11.46,1.09,100g
깐풍새우,요리,240,20.56,8.15,13.86,7.2,100g
닭모래집튀김,요리,312,19.4,18.73,17.73,1.2,150g
닭튀김,요리,301,16.27,21.73,16.57,0.5,300g
닭튀김_살코기,요리,289,9.42,22.54,17.35,0.0,100g
돈가스_간편조리세트_부타이로스카츠 (통등심돈가스),요리,262,10.71,14.46,17.97,3.11,319g
돈가스,요리,280,15.89,13.85,17.94,4.99,100g
돈가스_고구마,요리,317,23.05,12.34,19.51,6.22,100g
돈가스_돼지등심,요리,312,19.24,16.5,18.77,1.83,200g
돈가스_돼지안심,요리,326,17.13,16.64,21.2,1.39,200g
돈가스_치즈,요리,302,16.71,16.81,18.68,1.43,250g
라조기,요리,199,13.12,10.33,11.75,0.08,200g
멘보샤,요리,289,13.22,10.52,21.6,1.0,100g
미꾸라지튀김,요리,387,28.85,10.89,25.39,0.3,100g
복어튀김,요리,320,22.88,13.84,19.27,0.6,100g
북어강정_고추장양념,요리,379,25.82,19.22,22.07,12.17,100g
생선까스,요리,327,23.28,12.17,20.55,0.98,200g
양파링튀김,요리,411,43.58,3.86,25.23,5.43,100g
쥐포튀김,요리,357,42.5,9.62,16.49,7.96,100g
치즈볼,요리,333,28.66,9.56,20.0,5.48,100g
치즈스틱,요리,329,20.57,12.59,21.85,1.84,100g
치킨가스,요리,296,22.01,13.96,16.96,2.08,200g
탕수육_간편조리세트_김치피자탕수육,요리,227,20.47,12.36,10.67,7.37,790g
고구마줄기나물,반찬,97,5.77,1.64,7.46,1.65,100g
깻잎나물,반찬,146,6.42,4.23,11.49,0.98,100g
깻잎나물볶음,반찬,103,5.75,3.75,7.2,0.3,200g
머위나물무침,반찬,85,2.49,1.62,7.66,0.44,100g
미나리나물,반찬,59,4.48,2.03,3.67,0.0,50g
세발나물무침,반찬,78,7.05,3.01,4.25,3.67,100g
우거지나물무침,반찬,86,5.8,3.0,5.67,1.0,150g
취나물무침,반찬,148,6.61,2.75,12.31,0.0,50g
골뱅이무침,반찬,109,15.69,7.08,1.97,10.46,100g
냉채_해파리,반찬,61,8.93,4.13,0.93,7.6,150g
노각무침,반찬,56,9.53,1.73,1.2,4.73,150g
단무지무침,반찬,40,5.6,1.0,1.6,1.4,50g
달래무침,반찬,91,15.87,2.67,1.87,7.47,150g
더덕무침,반찬,144,28.93,2.87,1.87,13.47,150g
도라지생채,반찬,119,24.52,2.75,1.11,9.6,100g
무말랭이무침,반찬,131,29.24,2.25,0.61,16.75,100g
무말랭이무침,반찬,131,27.77,3.08,0.87,14.46,100g
묵무침_도토리묵,반찬,46,10.38,0.29,0.32,0.43,100g
묵무침_청포묵,반찬,60,9.08,1.16,2.08,0.72,250g
물회,반찬,76,7.9,4.91,2.7,2.86,700g
물회_생선,반찬,72,10.31,4.29,1.54,6.5,800g
미역초무침,반찬,63,12.57,2.19,0.48,8.29,100g
배추겉절이,반찬,43,6.51,2.18,0.92,3.04,100g
밴댕이무침,반찬,150,11.5,7.45,8.25,6.75,400g
부추무침_부추만,반찬,70,11.58,3.25,1.21,7.67,100g
상추겉절이,반찬,64,6.18,2.48,3.26,3.71,100g
샐러드_간편조리세트_콥샐러드&시저드레싱,반찬,129,4.55,8.75,8.4,1.89,486g
샐러드_고구마,반찬,185,26.84,1.81,7.79,14.98,100g
샐러드_양배추_코올슬로,반찬,153,14.89,0.95,9.91,12.19,100g
쑥갓나물무침,반찬,64,4.4,3.0,3.8,0.2,150g
오이생채,반찬,50,7.97,1.44,1.34,5.84,100g
오이생채_오이만,반찬,51,6.56,1.61,2.08,4.81,100g
탕평채,반찬,97,12.26,3.55,3.81,0.39,100g
파무침,반찬,82,10.65,2.31,3.36,7.08,100g
홍어무침,반찬,99,12.98,8.93,1.32,7.23,200g
회무침_서대,반찬,105,15.3,7.53,1.53,7.43,300g
갓김치,반찬,37,7.07,3.26,0.4,2.46,100g
고들빼기김치,반찬,111,21.87,3.16,1.22,5.69,50g
깻잎김치,반찬,83,11.77,3.44,2.44,5.79,100g
동치미,반찬,11,2.08,0.49,0.07,1.19,100g
배추김치,반찬,38,6.49,1.98,0.43,2.4,100g
배추김치_가을재배,반찬,37,6.1,1.85,0.54,3.05,100g
배추김치_봄재배,반찬,39,5.95,2.22,0.67,2.38,100g
배추김치_여름재배,반찬,38,6.56,1.84,0.49,3.22,100g
백김치,반찬,16,3.0,0.95,0.07,1.04,100g
부추김치,반찬,71,8.42,3.03,2.83,5.14,100g
얼갈이배추김치,반찬,30,4.37,1.88,0.58,1.15,100g
열무김치,반찬,36,5.87,2.39,0.38,0.68,100g
열무물김치,반찬,18,2.91,1.41,0.07,1.68,100g
열무얼갈이김치,반찬,35,5.22,2.15,0.66,0.91,50g
오이소박이,반찬,37,6.66,1.76,0.37,3.17,100g
오이소박이,반찬,37,5.92,1.93,0.59,3.1,100g
총각김치,반찬,42,7.89,1.92,0.29,3.0,100g
파김치,반찬,49,8.51,2.5,0.58,2.8,100g
게장_간장,반찬,88,4.47,12.25,2.31,2.93,100g
게장_양념,반찬,111,8.07,12.24,3.3,4.93,100g
명란젓_양념,반찬,147,3.98,17.96,6.54,0.0,100g
조개젓_양념,반찬,103,12.61,8.61,2.05,6.46,100g
고추장아찌,반찬,124,31.49,2.39,0.63,11.38,100g
들깻잎장아찌,반찬,124,26.0,4.03,0.42,16.41,100g
마늘장아찌,반찬,113,25.36,2.43,0.16,15.03,100g
마늘쫑장아찌,반찬,118,27.34,1.96,0.14,13.02,100g
마늘쫑장아찌_간장,반찬,60,10.8,2.0,1.0,7.8,50g
마늘쫑장아찌_고추장,반찬,110,21.0,2.6,1.8,11.2,50g
매실장아찌,반찬,243,58.11,1.65,0.43,38.16,30g
무장아찌,반찬,80,16.76,1.47,0.76,9.62,30g
오이지,반찬,29,2.52,0.82,1.79,1.87,100g
밀크쉐이크_바닐라,디저트,113,17.01,2.43,3.88,16.57,100g
빙수_인절미_우유얼음,디저트,141,19.6,5.97,4.35,14.98,100g
빙수_팥_우유얼음,디저트,146,31.49,3.24,0.79,25.04,100g
아이스크림_썬대,디저트,196,30.45,3.17,6.86,25.42,100g
우유_딸기,디저트,73,11.04,2.04,2.31,10.24,100g
과ㆍ채주스_당근,디저트,29,6.88,0.36,0.04,6.81,100g
과ㆍ채주스_딸기_바나나,디저트,54,11.06,1.37,0.52,10.93,100g
과ㆍ채주스_사과_당근,디저트,38,9.14,0.23,0.03,9.03,100g
과ㆍ채주스_해독주스_착즙형,디저트,44,10.51,0.47,0.04,9.1,100g
과ㆍ채주스_혼합과일 주스,디저트,59,13.19,0.77,0.37,12.86,100g
라떼_그린티,디저트,76,10.33,2.97,2.56,9.41,100g
라떼_바닐라,디저트,72,8.38,2.58,3.17,7.32,100g
레몬청차,디저트,60,14.8,0.13,0.01,16.33,100g
밀크티_블랙,디저트,49,5.3,1.0,2.64,4.58,100g
밀크티_초콜릿,디저트,76,9.61,1.23,3.68,3.65,100g
밀크티_타로,디저트,102,11.95,0.37,5.83,7.32,100g
밀크티_흑당,디저트,94,15.37,2.38,2.55,12.76,100g
식혜,디저트,87,16.21,1.53,1.75,11.36,150g
액상커피_커피가루_설탕_크림(중량12g),디저트,51,10.06,0.43,1.03,5.94,100g
액상커피_커피가루_설탕(중량2.7g),디저트,17,3.98,0.18,0.0,1.68,100g
액상커피_커피가루(중량1g),디저트,4,0.7,0.2,0.01,0.0,100g
커피_달고나커피,디저트,111,14.08,2.47,4.97,11.46,100g
커피_아메리카노,디저트,4,0.66,0.23,0.03,0.0,100g
커피_카라멜마끼아토,디저트,81,9.05,2.44,3.94,8.47,100g
커피_카페라떼,디저트,57,3.11,2.72,3.72,3.11,100g
커피_카페모카,디저트,72,10.46,2.76,2.08,9.72,100g
커피_카푸치노,디저트,54,3.23,2.67,3.38,3.13,100g
넙치(광어)회덮밥_양념장,밥,77,12.64,4.27,1.06,1.92,510ml
돌솥비빔밥_양념장,밥,86,13.99,2.81,2.07,1.23,550ml
볶음밥_배추김치_참치,밥,105,14.6,5.11,2.58,1.13,510ml
볶음밥_새우,밥,105,15.44,4.86,2.25,0.95,480ml
볶음밥_참치,밥,120,16.4,6.58,2.72,1.25,510ml
볶음밥_해물,밥,106,15.38,5.32,2.19,1.08,500ml
비빔밥_묵_양념장,밥,96,16.34,3.09,2.07,1.44,580ml
비빔밥_참치_양념장,밥,100,16.11,4.82,1.8,1.72,600ml
영양돌솥밥,밥,119,25.29,2.43,0.44,0.58,350ml
오므라이스,밥,117,17.22,3.64,3.33,2.5,450ml
우럭회덮밥_양념장,밥,67,11.47,3.49,0.77,1.55,750ml
주먹밥_배추김치,밥,106,20.81,2.39,1.3,0.79,320ml
주먹밥_참치,밥,131,21.16,4.74,2.71,0.63,300ml
짜장밥,밥,93,15.58,2.85,1.94,2.14,520ml
참치덮밥,밥,108,15.91,5.8,2.13,2.05,580ml
참치회덮밥_양념장,밥,76,12.14,4.73,0.81,1.65,600ml
카레라이스_돼지고기,밥,90,15.73,2.8,1.65,1.3,600ml
카레라이스_채소,밥,95,18.96,2.09,1.18,1.82,650ml
콩나물국밥,밥,60,10.69,2.66,0.73,0.42,830ml
간자장,면,155,25.98,5.39,2.81,2.83,800ml
간자장_해물,면,151,22.69,6.9,3.18,2.45,885ml
냉면_물냉면,면,96,18.29,3.64,0.68,0.42,780ml
메밀소바,면,86,17.96,2.49,0.32,1.44,400ml
비빔막국수,면,104,21.47,3.06,0.86,3.82,700ml
우동,면,71,12.76,2.14,1.1,0.23,800ml
우동_배추김치,면,65,12.11,1.85,0.79,0.46,770ml
우동_해물,면,69,11.84,2.94,0.85,0.45,740ml
울면,면,85,14.05,4.29,0.97,0.76,1020m
자장면,면,165,29.07,5.4,2.52,2.89,600ml
쟁반짜장,면,145,23.63,5.85,2.63,2.42,900ml
중식우동,면,91,15.29,4.73,0.84,0.82,960ml
쫄면,면,132,26.2,3.93,1.05,3.82,650ml
칼국수_들깨,면,113,18.42,3.41,2.73,0.16,1020m
해물칼국수,면,77,14.64,3.09,0.4,0.22,1100m
갈비탕_소금제외,국 및 찌개,89,4.21,5.5,5.44,0.39,740ml
닭고기육개장,국 및 찌개,39,2.5,4.96,1.07,0.46,420ml
닭곰탕,국 및 찌개,50,1.71,6.35,1.8,0.2,450ml
닭백숙,국 및 찌개,56,4.49,4.23,2.11,0.37,610ml
삼계탕,국 및 찌개,88,5.64,7.42,3.75,0.48,900ml
갈치찌개,국 및 찌개,45,2.96,4.12,1.57,0.86,390ml
개고기전골,국 및 찌개,74,2.35,5.56,5.03,0.53,630ml
고추장찌개_두부,국 및 찌개,56,4.17,5.26,2.13,1.08,400ml
곱창전골,국 및 찌개,47,2.66,3.57,2.61,0.77,570ml
김치찌개_돼지고기,국 및 찌개,61,4.5,4.75,2.63,1.06,350ml
낙지전골,국 및 찌개,35,3.56,4.19,0.6,0.96,430ml
내장전골,국 및 찌개,58,2.89,5.41,2.88,0.72,470ml
동태찌개,국 및 찌개,25,2.05,3.25,0.51,0.6,610ml
돼지고기찌개,국 및 찌개,56,2.85,4.08,3.14,0.66,360ml
두부전골,국 및 찌개,41,2.87,3.79,1.76,0.44,370ml
매운탕_동태_해물,국 및 찌개,36,1.76,5.75,0.69,0.48,930ml
매운탕_메기,국 및 찌개,58,7.37,3.97,1.46,0.7,760ml
매운탕_메기_해물,국 및 찌개,45,4.4,4.12,1.29,0.93,720ml
매운탕_아귀,국 및 찌개,25,2.14,3.75,0.34,0.52,600ml
매운탕_우럭,국 및 찌개,30,2.82,3.5,0.6,0.7,700ml
매운탕_해물,국 및 찌개,33,1.83,5.49,0.53,0.52,650ml
버섯전골_소고기,국 및 찌개,59,4.69,4.11,3.02,1.01,400ml
불낙전골,국 및 찌개,69,4.58,7.0,2.67,1.15,400ml
불낙전골_해물,국 및 찌개,49,3.48,4.3,2.12,0.7,660ml
소고기샤브샤브,국 및 찌개,46,4.08,2.95,2.04,0.4,930ml
순대전골,국 및 찌개,76,6.28,5.61,3.18,0.68,450ml
아귀지리,국 및 찌개,21,0.89,3.97,0.13,0.2,540ml
알탕_해물,국 및 찌개,46,2.29,6.82,1.03,0.55,940ml
오리백숙,국 및 찌개,124,5.57,7.36,7.72,0.54,810ml
오리탕,국 및 찌개,104,3.71,6.68,6.98,0.94,840ml
가오리콩나물찜,요리,29,3.5,2.68,0.84,0.69,600ml
김치찜_돼지고기,요리,88,4.62,6.54,4.7,1.96,450ml
깻잎찜,요리,48,8.1,3.04,1.02,1.54,40ml
꼬막찜,요리,30,2.19,4.01,0.54,0.62,100ml
